;Veroeffentlichungs-Nummer;Erfinder;Anmelder/Inhaber
2439;WO002019140199A1;LEWIS STEVEN, US;WALMART APOLLO LLC, US
2440;WO002019140199A1;MATTINGLY TODD, US;WALMART APOLLO LLC, US
2441;WO002019140199A1;MCHALE BRIAN, GB;WALMART APOLLO LLC, US
2442;WO002019140199A1;O'BRIEN JOHN, US;WALMART APOLLO LLC, US
2443;WO002019140199A1;WILKINSON BRUCE, US;WALMART APOLLO LLC, US
2444;WO002019139688A1;DAVIS STEVEN, US;MASTERCARD INTERNATIONAL INC, US
2445;WO002019139681A1;SHANMUGAM SARAVANA, US;MASTERCARD INTERNATIONAL INC, US
2446;WO002019139655A1;ANG GABRIEL JIN JUAN, SG;VISA INT SERVICE ASS, US
2447;WO002019139655A1;CHENG WEN ZHAO, SG;VISA INT SERVICE ASS, US
2448;WO002019139655A1;LI XI, SG;VISA INT SERVICE ASS, US
2449;WO002019139655A1;RAY SATRAJIT, SG;VISA INT SERVICE ASS, US
2450;WO002019139655A1;RENGARAJAN LAVANYA, SG;VISA INT SERVICE ASS, US
2451;WO002019139655A1;TAGAMA JUN RYAN MENORCA, PH;VISA INT SERVICE ASS, US
2452;WO002019137569A2;CHENG LONG, CN;ALIBABA GROUP HOLDING LTD, CN
2453;WO002019137569A2;FENG ZHIYUAN, CN;ALIBABA GROUP HOLDING LTD, CN
2454;WO002019137569A2;LI YANPENG, CN;ALIBABA GROUP HOLDING LTD, CN
2455;WO002019137568A2;YAO ZHONGXIAO, CN;ALIBABA GROUP HOLDING LTD, CN
2456;WO002019137567A2;FENG ZHIYUAN, CN;ALIBABA GROUP HOLDING LTD, CN
2457;WO002019137566A2;LI YANPENG, CN;ALIBABA GROUP HOLDING LTD, CN
2458;WO002019137565A2;SONG XUYANG, CN;ALIBABA GROUP HOLDING LTD, CN
2459;WO002019137565A2;WEI CHANGZHENG, CN;ALIBABA GROUP HOLDING LTD, CN
2460;WO002019137565A2;YAN YING, CN;ALIBABA GROUP HOLDING LTD, CN
2461;WO002019137565A2;ZHAO BORAN, CN;ALIBABA GROUP HOLDING LTD, CN
2462;WO002019137564A2;DU HUABING, CN;ALIBABA GROUP HOLDING LTD, CN
2463;WO002019137564A2;SONG XUYANG, CN;ALIBABA GROUP HOLDING LTD, CN
2464;WO002019137564A2;WEI CHANGZHENG, CN;ALIBABA GROUP HOLDING LTD, CN
2465;WO002019137564A2;YAN YING, CN;ALIBABA GROUP HOLDING LTD, CN
2466;WO002019137564A2;ZHAO BORAN, CN;ALIBABA GROUP HOLDING LTD, CN
2467;WO002019137563A2;LV HONG, CN;ALIBABA GROUP HOLDING LTD, CN
2468;WO002019135948A1;CANTRELL ROBERT L, US;WALMART APOLLO LLC, US
2469;WO002019135948A1;MATTINGLY TODD D, US;WALMART APOLLO LLC, US
2470;WO002019135948A1;MCHALE BRIAN G, GB;WALMART APOLLO LLC, US
2471;WO002019135948A1;O'BRIEN JOHN J, US;WALMART APOLLO LLC, US
2472;WO002019135929A1;BHATTACHERJEE SUBHAJIT, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2473;WO002019135929A1;SOUDHAMMA ASISH, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2474;WO002019135851A1;AHLUWALIA SIMERPREET, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2475;WO002019135851A1;MUNJAL RAJESH, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2476;WO002019135851A1;RAVINDRAN BALA, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2477;WO002019135851A1;SCOTFORD ANNE, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2478;WO002019133800A1;NUZZI FRANK ANTHONY, US;PAYPAL INC, US
2479;WO002019133341A1;CANTRELL ROBERT, US;WALMART APOLLO LLC, US
2480;WO002019133341A1;HIGH DONALD R, US;WALMART APOLLO LLC, US
2481;WO002019133341A1;MANGOSING SAMANTHA M, US;WALMART APOLLO LLC, US
2482;WO002019133341A1;MCHALE BRIAN, GB;WALMART APOLLO LLC, US
2483;WO002019133341A1;O'BRIEN JOHN J, US;WALMART APOLLO LLC, US
2484;WO002019133341A1;WINKLE DAVID, US;WALMART APOLLO LLC, US
2485;WO002019133339A1;CANTRELL ROBERT, US;WALMART APOLLO LLC, US
2486;WO002019133339A1;HIGH DONALD R, US;WALMART APOLLO LLC, US
2487;WO002019133339A1;LOBO CHARLES, US;WALMART APOLLO LLC, US
2488;WO002019133339A1;MATTINGLY TODD, US;WALMART APOLLO LLC, US
2489;WO002019133339A1;MCHALE BRIAN, GB;WALMART APOLLO LLC, US
2490;WO002019133339A1;NELMS DAVID M, US;WALMART APOLLO LLC, US
2491;WO002019133339A1;O'BRIEN JOHN J, US;WALMART APOLLO LLC, US
2492;WO002019133339A1;SHAKE SID, US;WALMART APOLLO LLC, US
2493;WO002019133339A1;WILKINSON BRUCE, US;WALMART APOLLO LLC, US
2494;WO002019133308A1;GONZALES SERGIO, US;EBAY INC, US
2495;WO002019125666A1;BARRY MAMADOU, IE;MASTERCARD INTERNATIONAL INC, US
2496;WO002019125666A1;EBOUTOU JULIE, IE;MASTERCARD INTERNATIONAL INC, US
2497;WO002019125666A1;GANN VALERIE, IE;MASTERCARD INTERNATIONAL INC, US
2498;WO002019125666A1;GRENDON LAUREN, IE;MASTERCARD INTERNATIONAL INC, US
2499;WO002019125666A1;MARQUES EDGAR, IE;MASTERCARD INTERNATIONAL INC, US
2500;WO002019125664A1;ARORA ANKUR, IN;MASTERCARD INTERNATIONAL INC, US
2501;WO002019125664A1;GUPTA SRISHTI, IN;MASTERCARD INTERNATIONAL INC, US
2502;WO002019125664A1;KUMAR AVINASH, IN;MASTERCARD INTERNATIONAL INC, US
2503;WO002019125664A1;VYAS AVDHESH, IN;MASTERCARD INTERNATIONAL INC, US
2504;WO002019125663A1;ARORA ANKUR, IN;MASTERCARD INTERNATIONAL INC, US
2505;WO002019125663A1;MAHESHWARI NISHANT, IN;MASTERCARD INTERNATIONAL INC, US
2506;WO002019125663A1;MITTAL SHREYA, IN;MASTERCARD INTERNATIONAL INC, US
2507;WO002019125578A1;CHARLES KINDERLEY, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2508;WO002019125578A1;DAS MANISH, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2509;WO002019125578A1;KANVINDE PRASAD, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2510;WO002019125578A1;RAMA ROA INUGANTI, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
